order_item_id,order_id,product_id,quantity,unit_price
73,2558,51,1.0,165.03
74,3873,187,5.0,1147.02
75,6584,300,2.0,2938.99
76,7020,181,4.0,2205.55
77,5834,123,5.0,1926.93
78,947,209,4.0,2521.23
79,8821,66,2.0,91.11
80,3501,139,2.0,669.72
81,3177,177,5.0,242.1
82,3106,4,1.0,1669.9
83,5078,240,2.0,149.43
84,3715,253,4.0,1806.75
85,3687,208,3.0,1942.45
86,9303,246,4.0,2952.31
87,1025,227,3.0,3304.23
88,3212,267,1.0,2657.26
89,3741,27,3.0,1793.7
90,9187,224,2.0,3410.88
91,8416,200,2.0,897.64
92,6801,176,2.0,3181.45
93,4333,242,1.0,1994.57
94,8571,73,4.0,2647.34
95,1699,220,1.0,1481.77
96,3214,65,2.0,2885.03
97,2727,39,3.0,2225.95
98,1354,82,1.0,1177.11
99,8955,300,5.0,2977.79
100,5016,76,4.0,2130.6
101,4328,164,3.0,1709.21
102,3519,194,2.0,2958.29
103,5195,192,3.0,556.51
104,1793,147,5.0,272.59
105,8722,50,3.0,2684.54
106,7376,44,2.0,2926.5
107,5540,262,2.0,2357.6
108,8846,30,1.0,953.84
109,7027,111,5.0,1746.26
110,8800,155,3.0,1273.83
111,4263,255,4.0,3778.36
112,1221,69,3.0,2414.3
113,3981,268,3.0,353.83
114,1597,137,1.0,1378.05
115,8876,95,2.0,2186.34
116,27,200,5.0,760.59
117,6470,247,3.0,3388.51
118,758,240,5.0,149.36
119,7917,6,4.0,1632.87
120,3887,56,4.0,3166.36
121,9892,194,3.0,2537.42
122,7910,2,1.0,331.71
123,1537,214,4.0,1217.03
124,8940,76,5.0,1811.14
125,809,265,3.0,3057.89
126,9410,53,2.0,638.81
127,2652,23,4.0,385.57
128,6564,153,3.0,280.27
129,1789,220,5.0,1353.26
130,5291,43,2.0,1285.08
131,4099,11,5.0,1933.33
132,7972,17,1.0,337.33
133,5510,118,1.0,3346.79
134,2022,231,5.0,2353.96
135,6124,36,5.0,2566.21
136,6507,294,5.0,2513.03
137,7612,73,1.0,2496.56
138,1932,237,3.0,2213.74
139,4080,127,4.0,1689.48
140,5586,71,2.0,3553.8
141,2304,206,2.0,2398.78
142,411,58,5.0,780.66
143,4528,262,5.0,2137.27
144,9888,6,2.0,1380.18
145,6031,102,5.0,1316.58
146,4884,119,2.0,3615.7
147,5933,43,4.0,1180.98
148,5346,123,1.0,2131.72
149,4157,246,4.0,2725.31
150,5656,294,1.0,2577.41
151,1336,14,3.0,3375.78
152,1449,25,2.0,513.65
153,1422,279,5.0,2779.24
154,9551,170,4.0,2192.29
155,3614,290,3.0,154.71
156,8077,233,1.0,3182.66
157,3150,249,1.0,2871.55
158,7404,177,1.0,223.47
159,2123,294,3.0,2624.28
160,1528,196,4.0,1216.22
161,3799,130,5.0,92.12
162,7344,165,4.0,1417.56
163,9132,287,4.0,366.75
164,7137,207,1.0,3171.13
165,3678,5,3.0,2384.41
166,9620,167,4.0,2436.91
167,7741,120,2.0,3708.43
168,2901,23,3.0,385.69
169,7393,298,3.0,2511.79
170,4326,256,3.0,3374.28
171,4952,60,5.0,3124.7
172,708,144,5.0,3711.55
173,7190,156,2.0,2669.08
174,5644,60,4.0,2983.79
175,4744,11,2.0,2119.08
176,9738,248,5.0,1140.74
177,4898,185,4.0,3678.91
178,1724,212,1.0,230.16
179,9440,27,4.0,1651.23
180,7366,201,3.0,3019.7
181,5753,149,4.0,1528.79
182,8385,175,5.0,2325.35
183,6348,234,5.0,911.68
184,5536,108,3.0,2122.9
185,9503,13,1.0,2273.67
186,6230,260,5.0,2538.54
187,187,179,4.0,3236.78
188,9789,195,2.0,1965.82
189,8510,209,2.0,2533.55
190,7805,210,1.0,1881.56
191,7475,227,4.0,3376.05
192,3361,192,5.0,533.11
193,6657,290,2.0,164.31
194,7675,193,5.0,2510.6
195,7276,95,1.0,2379.38
196,7173,44,2.0,2828.0
197,9076,184,5.0,634.9
198,533,215,4.0,2083.33
199,2752,277,3.0,3356.37
200,3156,104,2.0,2010.32
201,3534,27,5.0,1751.84
202,6211,118,1.0,3314.61
203,452,206,4.0,2407.17
204,4237,290,2.0,167.1
205,5633,2,2.0,326.1
206,8810,98,4.0,449.09
207,9811,166,3.0,750.47
208,5631,47,2.0,1484.95
209,796,247,1.0,3285.79
210,4341,196,3.0,1447.5
211,9105,272,3.0,3755.55
212,5582,148,2.0,19.58
213,9481,55,5.0,1049.3
214,5933,6,3.0,1414.18
215,8674,160,1.0,1263.42
216,7276,166,4.0,674.98
217,5983,155,3.0,1319.73
218,6952,16,5.0,2760.63
219,7318,272,5.0,3582.45
220,2957,204,1.0,732.92
221,2131,118,2.0,3642.35
222,1232,63,4.0,1549.9
223,1525,18,5.0,2731.57
224,6795,167,2.0,2266.04
225,8847,296,4.0,1685.87
226,7931,290,2.0,153.08
227,1250,266,3.0,77.39
228,9297,81,3.0,590.63
229,1854,210,4.0,1664.93
230,4923,296,1.0,1597.84
231,3190,219,2.0,2624.38
232,109,278,4.0,186.42
233,1288,3,1.0,1515.5
234,5116,92,3.0,346.99
235,348,41,2.0,1622.87
236,60,82,1.0,1160.58
237,6006,251,3.0,196.44
238,8681,35,4.0,1130.26
239,1117,71,1.0,3471.42
240,2157,138,4.0,614.3
241,294,164,1.0,1777.81
242,9358,183,4.0,1475.98
243,833,130,2.0,87.27
244,8759,204,3.0,737.46
245,3091,150,2.0,3233.07
246,6103,7,5.0,824.73
247,3898,253,5.0,1633.12
248,172,111,4.0,1729.78
249,4254,26,3.0,1364.64
250,2516,229,2.0,2004.25
251,1237,69,3.0,2536.17
252,1634,273,5.0,650.47
253,5980,236,1.0,2543.66
254,8133,55,5.0,1151.37
255,454,248,5.0,1295.59
256,9363,67,2.0,2852.93
257,9214,24,2.0,1714.71
258,5781,282,2.0,2512.45
259,2448,122,5.0,107.11
260,4402,231,5.0,2426.22
261,9593,102,3.0,1311.9
262,1690,259,3.0,202.48
263,6095,275,3.0,2812.4
264,3458,64,5.0,2489.11
265,9856,228,2.0,818.78
266,7646,10,3.0,3756.24
267,1814,236,3.0,2710.57
268,7664,94,2.0,677.13
269,6316,299,2.0,2929.14
270,8473,178,5.0,3448.69
271,2914,122,3.0,117.68
272,7698,295,4.0,2465.07
273,7115,121,4.0,2187.97
274,4226,246,3.0,2646.21
275,3237,98,3.0,476.4
276,7577,156,5.0,2628.91
277,6167,254,3.0,984.06
278,6654,244,3.0,2127.01
279,705,115,2.0,2899.39
280,3710,293,3.0,1833.23
281,4864,274,2.0,834.93
282,6861,151,1.0,366.34
283,9300,16,3.0,2894.42
284,6865,5,3.0,2488.63
285,6803,248,2.0,1185.0
286,6644,148,4.0,20.93
287,4288,71,5.0,3112.97
288,3618,79,4.0,1727.57
289,1385,119,3.0,3132.13
290,5441,31,2.0,1583.42
291,1863,239,4.0,3011.56
292,6489,95,3.0,2352.95
293,5379,34,4.0,3068.76
294,209,293,1.0,2205.28
295,2063,34,5.0,3238.42
296,5407,115,5.0,2535.56
297,4472,271,4.0,2020.2
298,9425,157,5.0,1944.9
299,5293,125,5.0,1165.01
300,7886,214,4.0,1346.6
301,4083,43,5.0,1437.58
302,2723,11,4.0,2092.66
303,7619,84,2.0,1708.56
304,700,207,2.0,3086.02
305,261,74,5.0,317.42
306,911,20,4.0,1893.29
307,6662,154,1.0,90.79
308,7400,160,5.0,1122.36
309,5323,251,3.0,191.93
310,861,134,3.0,3524.26
311,2048,91,4.0,
312,1003,253,4.0,1793.88
313,4386,227,5.0,3418.21
314,5010,116,2.0,900.22
315,315,295,3.0,2215.41
316,9666,164,2.0,1848.03
317,7681,178,5.0,3160.17
318,3247,114,2.0,2739.31
319,3627,262,2.0,1983.34
320,3809,11,3.0,2149.87
321,3412,175,1.0,2225.62
322,6933,93,3.0,62.18
323,2500,52,3.0,187.35
324,355,244,5.0,2506.74
325,7515,276,2.0,433.05
326,5683,29,1.0,145.86
327,6550,166,1.0,769.99
328,2164,65,3.0,2648.71
329,7987,50,1.0,2695.47
330,5313,188,5.0,1489.84
331,9630,256,3.0,2847.77
332,2496,27,3.0,1581.41
333,1167,175,1.0,2293.45
334,6100,81,1.0,542.29
335,8368,68,1.0,19.38
336,1235,249,5.0,2911.0
337,5657,47,1.0,1711.69
338,3658,179,3.0,3220.63
339,1121,131,5.0,436.22
340,8147,241,3.0,624.07
341,1987,184,4.0,686.13
342,2846,222,5.0,847.1
343,6711,68,2.0,22.03
344,7055,9,1.0,1440.47
345,1220,211,5.0,107.4
346,7088,187,2.0,1217.82
347,13,162,4.0,2146.37
348,5123,224,1.0,3472.2
349,5152,149,5.0,1375.2
350,8208,288,3.0,2813.17
351,7547,216,1.0,1338.17
352,3536,157,4.0,1955.85
353,8277,13,1.0,2340.56
354,1289,20,3.0,1677.2
355,821,214,2.0,1359.16
356,8413,77,5.0,1028.52
357,8814,257,5.0,3055.03
358,6402,107,1.0,1339.72
359,9091,198,5.0,561.59
360,8328,59,4.0,250.5
361,1452,275,5.0,2693.62
362,9763,181,1.0,2179.23
363,9687,180,4.0,1426.42
364,9123,172,5.0,187.31
365,2886,83,5.0,3295.84
366,2558,18,4.0,2281.56
367,9077,81,1.0,592.69
368,3165,149,4.0,1461.96
369,4633,108,1.0,2147.54
370,472,239,5.0,3185.6
371,6560,114,5.0,2578.02
372,8527,228,5.0,974.02
373,9334,300,3.0,3061.1
374,5680,53,3.0,656.76
375,7561,281,1.0,1569.65
376,4317,134,5.0,3339.03
377,6209,19,5.0,3230.41
378,7364,264,3.0,153.01
379,5532,36,4.0,2630.4
380,4987,52,3.0,160.67
381,9956,221,3.0,3070.66
382,4976,206,2.0,2132.15
383,7191,46,2.0,932.08
384,531,76,2.0,1800.96
385,5671,179,4.0,3105.63
386,3505,170,2.0,2368.29
387,7899,241,2.0,704.4
388,1629,10,4.0,3598.43
389,7882,254,1.0,1094.33
390,1766,83,3.0,3606.13
391,2519,145,1.0,2509.37
392,944,53,2.0,593.15
393,4753,192,3.0,585.35
394,948,165,3.0,1361.85
395,514,152,5.0,2705.24
396,9604,19,5.0,3065.43
397,8127,107,4.0,1496.11
398,8356,235,4.0,509.22
399,1596,70,4.0,1790.61
400,4622,110,2.0,1726.42
401,974,270,1.0,3134.29
402,4769,16,2.0,2816.4
403,5034,161,5.0,1812.73
404,8057,116,3.0,964.18
405,9309,55,5.0,1122.32
406,4448,212,4.0,207.81
407,8136,199,2.0,1297.46
408,9923,184,4.0,631.69
409,2543,81,4.0,517.12
410,913,168,1.0,428.56
411,613,85,2.0,522.24
412,4702,115,1.0,2900.63
413,7670,191,4.0,1792.89
414,1292,53,3.0,598.37
415,713,266,3.0,78.43
416,2720,53,5.0,692.72
417,6764,7,4.0,786.35
418,8885,221,1.0,3069.31
419,2083,93,4.0,53.47
420,4513,270,4.0,3355.8
421,6253,18,2.0,2570.64
422,2303,214,4.0,1190.37
423,9039,201,3.0,3211.2
424,243,156,2.0,2464.84
425,4253,82,5.0,1175.81
426,8917,77,4.0,980.13
427,4003,98,4.0,484.64
428,4919,121,3.0,2064.13
429,1208,22,1.0,2972.15
430,2499,273,4.0,608.73
431,1996,195,3.0,1931.09
432,4073,63,5.0,1665.81
433,1398,210,1.0,1605.34
434,1516,136,5.0,2456.82
435,2034,291,1.0,3484.72
436,2052,298,3.0,2517.95
437,9819,194,2.0,2981.07
438,6705,156,5.0,2682.1
439,3464,283,3.0,2399.38
440,3612,33,3.0,1074.05
441,3245,41,1.0,1668.54
442,9214,265,1.0,2876.03
443,5601,160,1.0,1054.24
444,1898,119,4.0,3203.34
445,7380,2,1.0,320.16
446,23,258,5.0,1141.6
447,6331,141,4.0,687.53
448,8247,52,4.0,168.1
449,357,270,2.0,3129.59
450,5795,54,4.0,2680.3
451,2051,140,2.0,2869.46
452,7740,235,5.0,519.02
453,7455,138,3.0,662.48
454,7369,14,3.0,2965.37
455,9513,133,5.0,375.78
456,9901,269,2.0,591.07
457,3748,127,4.0,1889.79
458,6628,148,3.0,17.86
459,6313,37,1.0,781.06
460,7388,115,3.0,2508.9
461,9119,120,1.0,3776.14
462,6498,179,2.0,3080.71
463,594,45,1.0,2932.65
464,9873,14,4.0,3451.36
465,1551,171,2.0,2974.0
466,614,165,4.0,1422.68
467,4603,148,4.0,17.6
468,6554,149,4.0,1610.64
469,6203,154,5.0,91.37
470,8336,266,3.0,78.85
471,199,265,2.0,2854.59
472,416,208,1.0,1926.86
473,65,234,1.0,1038.33
474,3636,228,4.0,890.77
475,5079,161,5.0,1974.93
476,606,102,4.0,1325.63
477,1211,271,4.0,1695.43
478,6933,55,1.0,1153.24
479,388,19,2.0,2835.32
480,4813,48,1.0,2870.24
481,9698,183,4.0,1527.51
482,3808,230,2.0,355.16
483,9252,266,4.0,74.39
484,2651,176,2.0,3312.3
485,7866,291,1.0,3584.25
486,5902,109,2.0,86.83
487,908,1,3.0,2637.19
488,6304,300,4.0,3034.12
489,6323,179,1.0,2911.22
490,7478,245,2.0,365.63
491,3547,54,5.0,3092.12
492,2536,156,3.0,2701.12
493,2495,260,2.0,2665.26
494,8619,287,4.0,410.2
495,3992,169,5.0,1881.05
496,6358,79,5.0,1709.38
497,4273,233,1.0,3572.76
498,3290,124,1.0,3301.53
499,6399,247,4.0,3413.06
500,5985,18,3.0,2493.13
501,7827,287,2.0,396.2
502,2053,164,,1713.01
503,5555,63,1.0,1595.42
504,9625,202,5.0,2890.72
505,6079,97,3.0,3793.37
506,3419,202,5.0,2670.9
507,7338,274,1.0,842.5
508,5369,53,3.0,694.71
509,3782,249,5.0,2488.06
510,2168,122,4.0,107.65
511,6474,51,4.0,176.03
512,5933,299,3.0,3258.81
513,898,65,3.0,2847.17
514,2845,13,4.0,2214.4
515,1315,28,1.0,1858.69
516,5353,29,4.0,140.98
517,9592,38,4.0,1567.97
518,4135,99,5.0,165.83
519,1438,264,2.0,134.22
520,9111,1,5.0,2230.29
521,3166,72,5.0,173.2
522,6152,156,5.0,2651.17
523,9187,27,4.0,1744.01
524,3573,245,1.0,328.72
525,4300,32,5.0,2141.06
526,7639,64,2.0,2715.58
527,5945,212,3.0,231.2
528,2270,215,2.0,2037.76
529,8689,37,5.0,914.19
530,344,70,4.0,2002.41
531,8623,110,4.0,2008.52
532,6299,148,1.0,17.99
533,2549,115,2.0,2863.99
534,1907,212,4.0,205.55
535,3102,123,3.0,1948.91
536,7577,34,4.0,3168.85
537,3995,141,2.0,586.54
538,1110,116,5.0,928.26
539,5625,117,2.0,2950.46
540,6592,274,4.0,754.13
541,9872,53,2.0,597.14
542,9913,237,5.0,2355.49
543,2711,291,2.0,3149.9
544,6791,161,3.0,1823.48
545,8524,133,3.0,352.51
546,7033,128,5.0,760.33
547,1903,223,1.0,1444.23
548,3647,159,2.0,3292.24
549,399,24,5.0,1828.64
550,9207,267,4.0,2200.66
551,5472,246,3.0,2597.12
552,915,179,4.0,3145.5
553,8695,86,4.0,2609.27
554,5839,27,5.0,1547.73
555,260,51,3.0,174.81
556,7668,200,2.0,919.45
557,6502,60,4.0,2907.48
558,3118,12,3.0,1168.61
559,8769,261,1.0,544.12
560,5648,90,5.0,3552.46
561,7675,291,2.0,3561.87
562,9360,234,2.0,1072.09
563,9485,184,3.0,752.12
564,2393,178,3.0,3087.79
565,1399,232,1.0,2289.5
566,3549,33,4.0,977.95
567,8646,234,4.0,884.27
568,6439,76,4.0,2177.81
569,2627,221,3.0,3110.27
570,2628,285,2.0,2788.58
571,237,107,5.0,1337.47
572,4084,22,1.0,3057.13
573,9471,261,2.0,589.77
574,9153,130,2.0,100.4
575,2807,262,1.0,2141.94
576,8548,21,5.0,1487.35
577,7232,104,2.0,1975.52
578,4762,219,5.0,3190.92
579,44,179,4.0,2871.03
580,7360,69,1.0,2331.9
581,8926,282,4.0,
582,1137,130,4.0,97.39
583,7044,83,2.0,3370.03
584,2573,203,5.0,1668.23
585,1498,168,1.0,405.31
586,1324,10,1.0,3793.05
587,4974,263,5.0,1393.82
588,2111,132,4.0,1372.27
589,781,89,1.0,174.75
590,7403,108,2.0,2177.04
591,628,67,2.0,2788.36
592,3120,271,3.0,1742.44
593,4500,73,2.0,2642.82
594,3354,234,5.0,946.8
595,9391,59,2.0,279.74
596,9932,287,1.0,349.12
597,3623,213,1.0,3349.0
598,6985,217,5.0,3591.21
599,7721,198,3.0,551.04
600,24,5,3.0,2316.58
601,4141,192,1.0,512.73
602,7142,10,4.0,3398.62
603,71,136,1.0,2519.34
604,5428,280,5.0,1496.96
605,1557,15,4.0,2354.28
606,9505,209,4.0,2662.03
607,9607,88,2.0,2501.22
608,5877,152,1.0,2442.7
609,9992,163,4.0,199.94
610,6811,294,1.0,2992.92
611,2662,100,3.0,2991.1
612,4007,191,2.0,1711.2
613,9056,69,1.0,2670.35
614,8983,167,2.0,2240.53
615,4984,234,2.0,1008.93
616,939,180,3.0,1508.07
617,2857,255,3.0,3817.23
618,766,102,1.0,1272.41
619,5401,45,2.0,2610.49
620,7134,167,2.0,2158.19
621,8902,238,5.0,102.58
622,662,276,2.0,415.54
623,4528,43,5.0,1437.64
624,326,10,3.0,3801.65
625,8744,184,5.0,728.17
626,9716,4,4.0,1900.72
627,7075,61,1.0,1714.98
628,2151,159,2.0,3319.45
629,5382,113,3.0,3053.92
630,2967,187,1.0,1151.07
631,5778,167,5.0,2344.98
632,7290,209,4.0,2741.7
633,3087,46,4.0,858.17
634,5005,281,3.0,1576.01
635,2340,240,4.0,135.65
636,1706,129,1.0,611.3
637,9339,200,3.0,758.76
638,639,272,1.0,3535.66
639,2751,179,2.0,3185.93
640,3301,60,4.0,3122.99
641,6160,268,1.0,380.03
642,3208,4,3.0,1976.91
643,1153,235,2.0,530.26
644,8458,260,5.0,2740.12
645,8124,117,3.0,2577.8
646,1915,200,2.0,910.82
647,7851,293,5.0,2057.97
648,5380,65,4.0,2770.31
649,3610,25,2.0,514.13
650,8864,267,5.0,2517.9
651,2385,181,5.0,2159.14
652,9189,188,5.0,1431.5
653,1719,263,5.0,1478.91
654,9428,133,4.0,387.36
655,839,203,5.0,1796.27
656,7705,5,2.0,2509.92
657,9542,255,5.0,3534.03
658,5123,153,4.0,287.2
659,5075,130,3.0,98.12
660,709,57,4.0,1888.13
661,2792,207,4.0,3250.46
662,5626,70,3.0,1818.81
663,7405,119,3.0,3300.44
664,6407,291,1.0,3011.55
665,9499,133,5.0,348.71
666,8450,108,3.0,2399.49
667,7571,291,5.0,3424.26
668,5962,294,5.0,2986.31
669,3654,161,4.0,1926.79
670,9047,169,1.0,1690.83
671,5070,194,2.0,2719.12
672,8009,157,2.0,2159.1
673,1604,30,4.0,1113.96
674,1539,239,2.0,3466.03
675,43,162,4.0,2390.21
676,6356,261,5.0,571.07
677,3234,81,5.0,517.49
678,3872,165,2.0,1439.74
679,9897,210,3.0,1810.26
680,5457,67,1.0,3207.92
681,2265,96,4.0,1944.13
682,7514,162,2.0,2176.09
683,5424,161,1.0,2021.73
684,2554,146,3.0,56.06
685,2097,28,2.0,1933.45
686,1227,138,3.0,623.85
687,5403,218,1.0,1306.02
688,5849,300,3.0,2830.85
689,7398,189,1.0,2907.14
690,6736,77,1.0,935.92
691,3188,241,4.0,643.21
692,5906,159,5.0,2969.64
693,6417,141,1.0,688.43
694,9236,82,2.0,1022.38
695,2417,48,4.0,3284.7
696,5324,8,1.0,1182.91
697,1694,225,2.0,2937.86
698,8865,87,2.0,3144.48
699,4851,14,3.0,3054.66
700,5779,215,2.0,2255.02
701,6079,3,3.0,1823.15
702,5573,166,5.0,755.13
703,6683,171,2.0,2822.51
704,8188,171,4.0,3056.72
705,9925,250,3.0,2165.96
706,2243,111,4.0,1671.22
707,3141,210,5.0,1908.65
708,6735,32,1.0,2140.68
709,4001,15,4.0,2569.09
710,2329,290,4.0,148.58
711,3011,289,2.0,1140.51
712,6137,32,3.0,2276.14
713,7503,12,5.0,1214.21
714,7574,20,1.0,1794.5
715,1767,35,2.0,1258.98
716,9569,20,2.0,1657.73
717,544,130,4.0,87.89
718,2681,224,1.0,3254.91
719,1211,196,5.0,1264.14
720,3789,100,5.0,3355.88
721,2582,38,5.0,1671.76
722,9985,194,2.0,2886.43
723,5525,58,2.0,713.91
724,2616,13,2.0,2153.54
725,912,214,5.0,1179.78
726,8371,65,2.0,3003.42
727,4584,238,2.0,102.56
728,5171,233,3.0,3652.76
729,8872,287,5.0,371.78
730,8971,228,2.0,944.9
731,2470,32,2.0,2202.43
732,423,266,1.0,82.56
733,9453,86,5.0,2432.05
734,4239,28,4.0,2227.55
735,9497,215,3.0,2169.51
736,4436,71,4.0,3526.68
737,9304,210,4.0,1607.74
738,4347,10,4.0,3577.39
739,4212,80,3.0,508.41
740,3564,91,4.0,1546.94
741,4106,282,4.0,2388.34
742,8788,254,3.0,1064.78
743,9929,8,3.0,1094.08
744,7670,214,4.0,1251.46
745,1416,28,2.0,2265.68
746,7435,264,2.0,146.47
747,6536,280,5.0,1502.88
748,2234,32,5.0,2380.11
749,1167,76,4.0,2150.81
750,440,132,1.0,1216.75
751,8073,175,1.0,2200.93
752,546,265,3.0,3399.46
753,6518,199,5.0,1458.1
754,3298,264,1.0,132.13
755,7733,206,5.0,2209.5
756,2365,189,4.0,3081.94
757,2019,299,2.0,2995.72
758,5915,135,2.0,2078.46
759,4425,192,1.0,554.98
760,1389,205,5.0,3061.83
761,9116,44,3.0,3400.36
762,7209,285,1.0,2630.31
763,8429,61,4.0,1597.53
764,1684,249,3.0,2967.08
765,7657,88,1.0,2263.69
766,4674,29,1.0,152.92
767,6958,146,5.0,51.71
768,7253,297,5.0,148.59
769,2485,195,3.0,1864.0
770,880,212,3.0,197.84
771,9350,35,1.0,1059.48
772,836,27,1.0,1714.89
773,5933,255,1.0,3511.72
774,788,91,2.0,1435.59
775,9263,179,4.0,3189.53
776,3763,84,5.0,1690.41
777,196,90,2.0,3143.49
778,9881,241,4.0,658.5
779,5469,138,2.0,644.69
780,7395,217,3.0,3242.23
781,2737,131,3.0,428.18
782,4226,78,2.0,1352.2
783,6627,29,3.0,147.07
784,3461,58,4.0,768.89
785,6003,150,1.0,2803.47
786,3765,97,4.0,3307.48
787,6480,217,5.0,3561.61
788,1888,230,4.0,362.59
789,5247,3,3.0,1789.84
790,7501,255,3.0,3658.68
791,8536,24,3.0,1967.42
792,1292,201,3.0,3151.33
793,572,140,5.0,3032.47
794,5529,30,5.0,954.92
795,740,206,3.0,2115.7
796,5419,228,1.0,849.54
797,9140,290,4.0,155.9
798,6126,108,2.0,2072.71
799,7232,163,5.0,174.65
800,1910,56,1.0,2660.47
801,8489,30,3.0,1096.72
802,4101,37,4.0,947.15
803,9990,218,5.0,1331.9
804,2719,165,1.0,1534.25
805,9452,125,4.0,1060.81
806,3435,61,1.0,1606.79
807,3254,233,3.0,3613.88
808,654,273,2.0,605.61
809,6859,76,3.0,2056.32
810,8116,80,2.0,474.29
811,5438,5,3.0,2358.64
812,9412,280,5.0,1665.45
813,8980,248,1.0,1358.77
814,4619,73,4.0,2687.66
815,8845,131,3.0,410.3
816,81,229,3.0,1758.09
817,7466,90,1.0,3525.68
818,4130,247,4.0,3289.35
819,7042,93,1.0,51.92
820,5505,235,5.0,503.44
821,5639,25,2.0,504.28
822,7011,93,5.0,55.81
823,7455,258,5.0,1178.55
824,7711,278,3.0,185.24
825,8401,151,3.0,352.18
826,1135,232,2.0,2524.27
827,2232,143,5.0,1053.21
828,54,110,3.0,1880.49
829,7434,223,3.0,1350.41
830,9527,33,2.0,1077.8
831,4083,129,5.0,617.85
832,4568,14,5.0,2895.29
833,7841,147,5.0,265.71
834,5726,125,4.0,1075.0
835,1146,61,3.0,1742.09
836,6588,210,2.0,1800.55
837,3933,68,1.0,20.91
838,6864,239,3.0,2875.96
839,5179,130,2.0,91.71
840,2152,53,2.0,623.19
841,4908,231,2.0,2332.61
842,7209,128,2.0,652.97
843,6781,252,2.0,3019.87
844,5770,146,4.0,52.5
845,1723,97,2.0,3742.5
846,235,40,4.0,55.71
847,9136,279,4.0,3132.4
848,779,277,4.0,3228.34
849,4896,214,3.0,1188.99
850,6576,262,4.0,2083.71
851,5343,119,3.0,3338.91
852,471,41,2.0,1752.99
853,2884,283,3.0,2404.76
854,2808,72,5.0,153.75
855,9569,277,1.0,2996.84
856,4465,162,4.0,2472.05
857,2878,270,5.0,3493.83
858,8727,257,3.0,3256.37
859,5380,230,2.0,400.05
860,3609,23,2.0,386.91
861,7542,277,1.0,3103.83
862,2611,86,1.0,2327.39
863,6253,107,5.0,1584.51
864,2078,224,4.0,3498.13
865,2232,247,4.0,3178.52
866,5537,278,2.0,191.79
867,7582,242,4.0,1744.48
868,2451,15,1.0,2672.9
869,7916,259,4.0,238.63
870,4402,288,4.0,2577.07
871,119,41,4.0,1904.35
872,3729,94,2.0,728.89
873,5685,137,3.0,1293.21
874,6968,246,2.0,2686.35
875,2115,99,4.0,178.67
876,599,256,1.0,3216.81
877,5565,131,5.0,387.95
878,7698,183,2.0,1644.9
879,7575,32,2.0,2445.71
880,5643,65,4.0,2605.02
881,2675,12,3.0,1192.35
882,2497,22,3.0,3309.81
883,6727,176,5.0,3287.65
884,7371,115,4.0,2946.03
885,1704,20,4.0,1744.1
886,8806,245,1.0,388.61
887,6904,185,3.0,3658.9
888,7541,205,2.0,3106.75
889,5625,271,4.0,1801.39
890,4564,6,5.0,1426.4
891,7066,136,4.0,2601.59
892,2922,117,5.0,2692.3
893,2672,37,3.0,947.61
894,5772,279,5.0,2988.8
