order_id,customer_id,order_date,status
121,754,2025-02-08 08:48:16,pending
122,2070,2024-05-03 18:52:52,shipped
123,2200,2024-11-09 08:14:21,paid
124,907,2025-11-17 03:42:31,paid
125,1360,2024-09-14 03:31:39,shipped
126,895,2025-08-07 14:31:08,delivered
127,1946,2025-03-12 00:02:12,delivered
128,2660,2024-01-07 20:06:46,paid
129,1418,2024-12-12 03:50:22,paid
130,2631,2025-04-21 16:13:03,canceled
131,999,2024-01-31 23:21:56,delivered
132,1315,2024-10-23 05:18:02,canceled
133,465,2024-10-26 17:14:55,shipped
134,2966,2024-08-07 16:18:52,pending
135,2118,2025-09-30 13:13:25,delivered
136,2107,2025-09-15 13:35:19,delivered
137,1994,2024-02-04 01:27:15,shipped
138,2669,2024-05-29 12:41:27,shipped
139,338,2024-03-15 12:45:27,paid
140,2204,2025-02-18 03:40:37,pending
141,269,2024-06-12 17:15:05,delivered
142,874,2025-11-02 19:51:09,delivered
143,426,2024-06-08 16:16:51,delivered
144,2879,2025-11-13 10:59:06,canceled
145,1783,2025-05-17 04:46:24,delivered
146,296,2025-08-03 03:03:14,delivered
147,98,2024-12-22 16:34:43,delivered
148,156,2024-03-08 23:30:28,paid
149,730,2025-09-08 21:14:12,shipped
150,289,2025-03-22 14:04:26,delivered
151,1060,2024-11-12 14:49:32,shipped
152,2582,2024-11-10 03:27:27,delivered
153,70,2024-10-29 12:50:27,delivered
154,2191,2024-01-05 13:57:50,delivered
155,2533,2024-02-19 02:50:02,delivered
156,2399,2024-02-05 08:29:44,delivered
157,298,2024-10-04 20:00:49,canceled
158,435,2024-08-13 02:56:44,delivered
159,1235,2025-04-16 03:12:24,paid
160,1793,2024-10-23 06:03:51,shipped
161,2707,2024-01-24 22:30:38,delivered
162,2186,2024-06-19 18:35:39,paid
163,1602,2025-09-10 20:52:38,delivered
164,2236,2024-08-17 02:47:49,canceled
165,591,2024-08-19 12:10:33,delivered
166,2988,2025-05-18 06:29:18,shipped
167,46,2025-03-05 22:26:19,delivered
168,580,2024-04-05 17:16:11,pending
169,2346,2025-04-08 10:27:11,shipped
170,2243,2024-03-07 02:52:46,shipped
171,2974,2024-09-24 01:51:33,paid
172,2646,2025-10-23 08:20:36,delivered
173,660,2024-05-22 21:52:22,paid
174,1036,2024-05-30 22:30:11,paid
175,2749,2025-09-13 02:44:37,delivered
176,223,2025-10-23 07:01:02,delivered
177,2249,2024-12-24 06:36:23,delivered
178,300,2024-08-13 18:09:30,delivered
179,1027,2024-03-17 06:37:31,paid
180,2379,2025-01-13 09:53:14,canceled
181,1463,2024-04-09 14:06:12,delivered
182,961,2024-03-18 16:58:30,shipped
183,286,2025-11-30 03:25:36,paid
184,1991,2024-12-16 00:38:59,shipped
185,2701,2024-08-25 10:12:14,delivered
186,625,2025-03-15 06:39:12,delivered
187,1296,2024-11-28 16:13:42,paid
188,1283,2024-07-10 05:02:13,delivered
189,2918,2025-07-28 15:10:25,delivered
190,1134,2025-10-14 12:47:11,shipped
191,2784,2025-07-23 07:36:11,shipped
192,1966,2024-12-25 12:07:08,delivered
193,1252,2025-01-13 05:48:16,delivered
194,720,2025-05-16 09:57:14,delivered
195,1150,2025-10-28 23:34:57,delivered
196,2207,2024-06-01 13:45:23,shipped
197,2567,2024-02-29 09:21:43,delivered
198,77,2025-10-21 21:27:16,delivered
199,128,2025-09-23 04:45:08,delivered
200,1660,2025-08-20 10:55:55,delivered
201,151,2025-03-04 10:27:26,shipped
202,2211,2025-01-01 16:39:19,delivered
203,609,2024-10-11 03:21:12,shipped
204,2416,2025-07-23 12:20:19,delivered
205,549,2024-12-26 22:39:25,delivered
206,371,2024-11-04 04:36:41,shipped
207,44,2025-05-29 17:13:20,paid
208,2516,2025-06-15 09:41:51,paid
209,2106,2024-04-19 00:41:57,delivered
210,734,2025-03-15 21:39:51,canceled
211,2701,2025-11-08 10:53:45,canceled
212,2999,2025-01-10 13:09:24,canceled
213,166,2024-06-18 23:05:02,delivered
214,950,2024-02-18 19:49:01,shipped
215,959,2024-02-03 06:00:25,delivered
216,2122,2025-12-06 01:14:26,delivered
217,1590,2024-12-30 19:21:43,canceled
218,191,2024-01-31 23:52:38,canceled
219,1328,2024-03-21 04:15:13,delivered
220,2136,2025-05-07 02:32:40,delivered
221,1079,2025-03-25 10:28:18,delivered
222,713,2024-10-19 13:26:35,delivered
223,1497,2025-04-01 11:07:38,delivered
224,319,2025-02-05 07:17:40,shipped
225,913,2025-02-05 01:52:03,shipped
226,1414,2025-01-13 03:45:26,delivered
227,2475,2024-01-06 02:59:23,delivered
228,570,2024-12-07 16:18:22,paid
229,316,2025-02-03 15:44:40,delivered
230,867,2024-04-26 16:41:03,paid
231,1484,2025-04-12 14:28:16,delivered
232,485,2025-05-28 11:58:37,paid
233,1353,2025-07-13 10:32:19,paid
234,2766,2025-01-06 21:45:06,delivered
235,2420,2024-05-05 05:50:53,delivered
236,1684,2024-01-18 10:25:28,paid
237,524,2025-03-21 10:33:48,delivered
238,552,2025-05-03 23:29:02,delivered
239,2345,2024-04-24 01:45:50,pending
240,1058,2025-12-17 11:39:21,paid
241,1661,2025-04-10 12:50:02,canceled
242,2612,2024-01-15 11:06:09,delivered
243,2982,2025-05-28 23:49:19,delivered
244,352,2024-06-17 05:35:38,delivered
245,1931,2025-11-04 15:41:18,delivered
246,899,2025-10-06 23:05:56,shipped
247,585,2025-09-09 04:43:01,delivered
248,745,2025-04-29 01:30:31,delivered
249,1084,2024-05-10 06:33:32,delivered
250,1404,2025-12-17 09:53:11,delivered
251,2420,2024-02-23 11:19:28,paid
252,1579,2024-04-12 16:37:57,paid
253,829,2025-02-10 00:02:44,delivered
254,2066,2025-06-15 13:32:27,shipped
255,613,2025-04-15 07:32:36,paid
256,1950,2025-12-01 07:11:43,delivered
257,160,2025-11-12 18:29:42,delivered
258,2062,2025-08-07 09:26:18,paid
259,1976,2025-05-27 03:58:09,paid
260,2472,2025-02-22 21:01:09,delivered
261,2780,2025-05-19 06:33:24,delivered
262,1724,2024-10-14 16:20:09,delivered
263,2858,2025-02-15 12:29:44,shipped
264,1975,2025-09-05 06:22:58,delivered
265,1436,2025-04-02 12:39:07,delivered
266,2854,2025-03-23 11:40:13,paid
267,549,2024-07-16 16:33:35,delivered
268,953,2025-12-07 21:13:14,delivered
269,1161,2025-04-09 16:58:39,delivered
270,1674,2024-07-19 05:49:59,paid
271,2905,2025-07-31 14:33:36,delivered
272,2368,2025-02-09 20:51:48,paid
273,30,2024-10-18 07:03:49,delivered
274,2818,2025-09-16 16:59:57,shipped
275,1484,2024-03-23 18:51:18,paid
276,2669,2025-03-30 16:05:28,shipped
277,2196,2024-11-24 23:45:34,delivered
278,2507,2024-08-02 00:49:14,canceled
279,1628,2025-08-09 09:41:46,paid
280,2262,2025-08-31 18:52:30,delivered
281,733,2024-10-14 13:16:11,delivered
282,1982,2024-07-16 02:45:29,canceled
283,2367,2024-09-24 11:16:00,delivered
284,1631,2025-07-25 11:58:43,paid
285,2701,2024-04-02 11:55:10,delivered
286,1830,2025-08-31 06:12:52,delivered
287,663,2024-03-18 21:19:44,paid
288,1641,2025-09-02 13:36:51,shipped
289,2256,2025-04-21 22:15:44,delivered
290,2896,2024-02-10 10:20:04,paid
291,2605,2024-01-05 02:37:28,delivered
292,596,2025-01-01 08:32:27,canceled
293,1784,2024-03-09 11:03:41,pending
294,909,2024-10-15 00:52:04,paid
295,155,2025-07-16 17:33:37,shipped
296,1642,2025-04-21 21:08:53,delivered
297,1174,2025-07-06 17:17:38,canceled
298,236,2025-08-23 21:06:24,delivered
299,2623,2025-01-18 23:41:40,delivered
300,827,2025-10-22 15:43:47,delivered
301,2123,2024-08-10 03:32:52,paid
302,2456,2025-01-31 13:18:06,delivered
303,949,2025-04-22 19:58:21,paid
304,148,2024-10-06 10:02:22,paid
305,2,2024-05-02 06:58:59,paid
306,1131,2025-08-28 14:09:21,shipped
307,2743,2024-11-02 22:00:05,shipped
308,821,2025-02-06 03:25:24,pending
309,2883,2024-02-23 07:07:00,canceled
310,2252,2024-08-08 23:20:54,delivered
311,2291,2025-12-11 17:00:12,delivered
312,1424,2025-09-25 10:17:57,shipped
313,2484,2024-05-31 02:12:44,delivered
314,1655,2025-03-22 13:02:17,pending
315,717,2024-11-12 05:32:22,delivered
316,2289,2024-02-26 05:22:20,delivered
317,1393,2024-03-31 21:12:20,delivered
318,1056,2025-11-11 11:55:51,delivered
319,2355,2024-07-13 06:58:31,delivered
320,1545,2025-03-13 10:13:25,delivered
321,997,2025-08-11 08:19:31,shipped
322,1880,2025-06-13 09:50:44,delivered
323,2404,2025-10-31 13:16:43,pending
324,477,2024-07-19 06:06:31,pending
325,2596,2025-09-04 13:36:49,canceled
326,2773,2025-06-28 14:52:11,paid
327,1294,2024-11-16 08:10:38,canceled
328,2116,2025-02-20 01:16:31,pending
329,1079,2024-07-11 19:51:26,shipped
330,1635,2025-06-07 06:38:21,delivered
331,1401,2024-02-29 01:16:47,delivered
332,732,2025-01-05 03:38:15,shipped
333,896,2025-11-25 15:15:47,delivered
334,749,2025-08-02 13:21:38,delivered
335,779,2025-01-22 14:01:18,delivered
336,962,2025-07-25 05:23:29,paid
337,1088,2024-06-09 14:37:59,paid
338,1023,2025-10-11 14:24:32,delivered
339,639,2025-08-28 00:27:56,paid
340,322,2025-06-08 22:03:03,canceled
341,2018,2025-04-21 18:33:51,pending
342,2218,2024-02-02 19:50:30,delivered
343,1521,2025-04-27 02:04:49,shipped
344,2354,2025-11-05 19:01:29,shipped
345,750,2025-08-16 14:52:56,canceled
346,1148,2024-11-05 01:00:41,paid
347,2363,2024-04-09 14:40:40,pending
348,1734,2025-01-06 12:31:56,canceled
349,134,2025-01-25 06:49:00,shipped
350,2812,2025-08-25 15:53:53,paid
351,494,2025-06-26 08:13:19,delivered
352,1293,2025-06-19 07:48:57,pending
353,2762,2024-06-12 16:42:33,shipped
354,413,2024-09-09 18:34:13,shipped
355,1064,2024-05-25 08:46:27,delivered
356,972,2024-07-28 06:08:00,delivered
357,2512,2024-09-23 11:46:53,shipped
358,2043,2024-11-25 06:52:05,paid
359,2871,2025-08-07 05:56:43,shipped
360,1641,2024-08-05 04:40:20,delivered
361,2341,2024-04-11 20:36:40,canceled
362,2810,2024-06-26 12:47:34,delivered
363,2953,2024-07-28 16:12:57,delivered
364,2275,2024-12-01 17:08:29,delivered
365,804,2024-04-23 06:43:27,delivered
366,613,2025-01-02 09:07:01,delivered
367,724,2024-11-23 09:42:53,delivered
368,2584,2025-02-05 13:42:30,delivered
369,1294,2025-09-01 23:40:01,delivered
370,1028,2025-03-12 15:01:12,delivered
371,196,2024-11-05 10:44:59,paid
372,670,2024-02-16 15:09:33,paid
373,1042,2025-01-05 03:20:19,delivered
374,395,2024-12-15 09:54:05,delivered
375,1065,2024-10-07 08:49:11,shipped
376,2284,2025-12-24 18:50:30,delivered
377,1410,2024-01-16 09:45:26,shipped
378,1439,2025-11-04 16:55:20,delivered
379,2481,2024-06-03 12:50:52,delivered
380,2662,2025-05-19 04:40:40,delivered
381,1166,2024-10-02 19:42:44,shipped
382,2091,2025-01-13 15:32:31,delivered
383,1831,2025-11-21 23:57:03,paid
384,2514,2024-08-10 13:11:11,delivered
385,594,2025-11-05 09:29:44,paid
386,1382,2024-11-23 15:13:45,delivered
387,2342,2024-11-10 09:30:37,delivered
388,293,2024-03-02 10:45:11,paid
389,935,2024-08-31 11:43:45,shipped
390,1194,2025-07-05 19:26:24,shipped
391,2641,2024-11-03 03:49:17,shipped
392,1823,2025-08-29 14:24:40,delivered
393,1488,2025-08-03 21:46:57,delivered
394,1845,2024-11-17 13:18:55,paid
395,95,2024-04-07 02:54:46,delivered
396,2712,2024-07-14 11:02:24,canceled
397,2871,2025-08-05 08:09:42,paid
398,684,2024-11-04 09:27:58,paid
399,262,2025-12-28 15:05:58,delivered
400,2247,2024-02-11 19:22:44,pending
401,1627,2025-02-10 23:44:49,delivered
402,341,2024-03-21 17:21:57,shipped
403,637,2024-03-06 11:40:33,delivered
404,1597,2024-08-28 07:05:13,paid
405,1164,2024-12-10 05:06:32,delivered
406,538,2025-02-13 03:11:19,delivered
407,118,2024-01-28 07:20:10,delivered
408,1333,2025-11-02 06:37:21,delivered
409,2215,2025-12-27 03:00:29,shipped
410,1823,2024-04-14 22:43:27,canceled
411,2858,2025-02-22 21:02:56,paid
412,2448,2024-12-20 14:35:10,delivered
413,2605,2025-11-12 09:56:24,delivered
414,2145,2025-05-11 22:29:05,delivered
415,1269,2025-12-06 23:33:20,shipped
416,2211,2024-06-25 09:58:51,delivered
417,1810,2024-08-27 03:04:44,shipped
418,1065,2024-04-30 22:47:07,shipped
419,1,2025-02-10 11:19:18,delivered
420,559,2024-09-24 02:28:46,shipped
421,2192,2024-01-07 11:02:31,delivered
422,2015,2025-08-09 19:01:54,delivered
423,38,2025-08-17 20:50:12,delivered
424,1200,2025-04-08 16:57:23,paid
425,30,2025-03-01 19:24:57,shipped
426,1687,2025-11-16 04:41:34,delivered
427,1617,2024-07-13 02:24:04,paid
428,2646,2024-10-29 16:58:05,delivered
429,904,2024-07-23 06:18:27,paid
430,2562,2024-07-05 01:45:21,delivered
431,2512,2025-09-19 06:17:16,delivered
432,1114,2024-08-09 02:45:40,delivered
433,2179,2025-09-20 05:17:09,shipped
434,771,2025-10-24 22:03:29,pending
435,560,2024-08-12 22:26:51,paid
436,1866,2025-04-24 19:18:39,delivered
437,2870,2025-04-28 16:58:18,delivered
438,1314,2024-01-16 01:33:23,paid
439,2192,2024-01-18 04:32:58,paid
440,419,2024-08-07 02:59:46,shipped
441,2930,2024-12-06 12:40:42,delivered
442,954,2024-03-11 01:23:37,paid
443,2022,2024-06-17 16:40:45,shipped
444,1277,2025-09-02 06:58:54,delivered
445,1522,2024-12-26 03:42:17,delivered
446,130,2024-09-13 12:16:51,paid
447,599,2024-02-13 12:37:49,shipped
448,1608,2024-02-25 10:42:25,delivered
449,744,2024-05-29 06:43:26,canceled
450,1025,2025-09-26 18:39:27,shipped
451,52,2024-04-04 17:31:41,canceled
452,2928,2024-07-12 08:59:41,shipped
453,1815,2024-07-10 23:26:13,delivered
454,138,2024-06-03 16:58:55,delivered
455,385,2025-02-08 18:44:14,delivered
456,854,2025-01-02 06:06:25,shipped
457,1279,2025-12-28 04:19:01,shipped
458,2578,2025-07-19 15:19:23,pending
459,2252,2025-02-08 14:46:09,paid
460,1972,2025-05-10 22:52:32,shipped
461,1477,2025-11-20 08:33:50,pending
462,2731,2024-06-18 03:52:01,canceled
463,967,2025-05-06 14:16:41,delivered
464,62,2024-05-09 23:49:23,delivered
465,2395,2024-04-02 22:25:48,shipped
466,996,2024-01-07 22:27:52,canceled
467,2381,2025-08-31 13:02:13,delivered
468,2820,2025-04-08 02:12:09,paid
469,367,2024-07-12 04:31:08,paid
470,375,2025-06-16 18:56:05,delivered
471,2561,2024-02-16 15:27:24,pending
472,2641,2024-04-29 13:14:51,delivered
473,440,2024-04-07 17:35:37,delivered
474,1298,2025-03-09 16:24:23,delivered
475,1423,2025-09-17 16:04:52,canceled
476,791,2024-01-17 14:02:44,delivered
477,1468,2025-07-16 15:46:44,paid
478,162,2025-01-11 22:41:14,delivered
479,2290,2024-08-16 21:52:41,delivered
480,2008,2024-05-27 09:40:40,delivered
481,2227,2024-09-27 00:56:21,shipped
482,1919,2024-08-01 20:25:11,delivered
483,2453,2025-12-11 07:01:51,delivered
484,657,2024-02-23 11:57:09,delivered
485,1841,2024-08-17 15:44:16,delivered
486,2219,2024-10-12 03:28:36,delivered
487,2614,2025-01-27 23:44:08,shipped
488,760,2025-11-16 19:03:08,pending
489,1492,2025-08-25 17:59:50,delivered
490,1314,2025-07-14 00:28:50,pending
491,2208,2025-09-28 04:11:37,shipped
492,2147,2025-06-14 16:13:18,delivered
493,2259,2024-04-29 17:13:10,delivered
494,1322,2024-11-14 07:18:36,delivered
495,453,2024-03-15 18:20:50,delivered
496,274,2024-02-04 00:04:02,delivered
497,532,2024-05-18 18:04:06,delivered
498,828,2024-03-24 03:39:10,delivered
499,405,2024-01-25 17:06:52,delivered
500,1592,2025-05-26 00:32:28,delivered
501,2556,2025-06-28 17:26:27,delivered
502,202,2024-10-11 13:20:02,paid
503,2941,2024-02-25 01:11:11,pending
504,855,2025-05-24 08:03:14,delivered
505,328,2024-12-29 13:15:17,delivered
506,249,2024-10-07 08:08:57,delivered
507,1704,2025-09-30 11:41:05,shipped
508,2902,2024-02-15 06:47:28,delivered
509,1089,2025-02-14 21:39:47,pending
510,289,2025-10-10 03:23:47,shipped
511,885,2025-02-07 11:54:26,paid
512,2971,2024-06-28 10:29:15,delivered
513,777,2024-05-30 00:00:26,delivered
514,1019,2025-03-18 18:05:09,delivered
515,733,2025-03-09 17:46:05,delivered
516,1701,2025-08-02 12:28:05,paid
517,2616,2025-03-23 19:55:32,shipped
518,1879,2025-06-29 16:29:20,delivered
519,427,2024-05-09 13:33:03,delivered
520,2253,2024-11-07 21:34:05,delivered
521,2694,2024-05-02 20:37:22,delivered
522,2458,2024-12-10 02:20:43,canceled
523,1291,2025-03-03 06:15:33,canceled
524,1330,2025-10-18 05:13:13,shipped
525,2594,2024-11-30 10:44:36,delivered
526,1325,2025-04-17 13:38:50,paid
527,2235,2024-06-15 03:54:34,shipped
528,2254,2025-12-20 08:37:47,delivered
529,1475,2024-12-17 09:24:43,delivered
530,1627,2024-01-01 03:38:48,delivered
531,1166,2025-04-07 17:49:26,pending
532,554,2025-11-22 12:51:09,shipped
533,1231,2024-06-21 08:16:04,paid
534,1290,2024-01-17 20:32:34,delivered
535,2826,2025-09-30 17:28:52,shipped
536,2268,2025-02-01 02:47:28,delivered
537,2342,2024-04-30 04:05:33,paid
538,1886,2024-10-03 05:54:13,paid
539,1086,2024-10-12 02:55:15,canceled
540,1024,2024-06-29 23:19:32,shipped
541,1231,2024-03-12 09:14:08,delivered
542,2331,2025-12-13 22:33:25,paid
543,317,2025-07-16 00:31:07,shipped
544,1977,2024-05-14 07:08:09,delivered
545,2825,2025-06-29 22:02:03,delivered
546,391,2025-04-07 07:54:49,delivered
547,154,2025-07-21 14:54:03,delivered
548,1563,2024-03-01 22:55:28,delivered
549,1370,2024-09-27 05:53:20,delivered
550,1779,2024-11-19 12:31:38,canceled
551,494,2025-11-06 13:59:44,delivered
552,2674,2025-10-21 19:25:14,delivered
553,47,2025-05-07 08:30:43,delivered
554,1567,2024-02-12 01:01:05,shipped
555,169,2024-09-05 00:29:30,delivered
556,613,2024-09-10 20:34:59,delivered
557,905,2024-04-28 23:48:29,pending
558,2997,2024-11-01 03:51:51,canceled
559,2438,2025-03-22 19:31:39,delivered
560,910,2024-12-01 11:51:52,shipped
561,1616,2024-04-24 23:09:04,paid
562,339,2025-01-04 14:34:25,delivered
563,202,2025-03-01 18:18:05,shipped
564,349,2024-11-05 13:04:56,delivered
565,2859,2024-04-11 06:22:09,delivered
566,1970,2025-03-10 10:02:11,paid
567,1620,2025-05-21 14:47:31,delivered
568,2299,2025-04-23 11:00:47,canceled
569,2148,2024-07-10 06:21:18,paid
570,1091,2025-08-26 08:04:39,delivered
571,2805,2025-12-18 19:10:56,delivered
572,461,2025-06-05 18:16:55,shipped
573,1497,2024-09-27 12:55:44,paid
574,1412,2025-04-06 06:40:20,delivered
575,1249,2024-05-11 11:08:48,canceled
576,2525,2025-09-30 03:26:12,canceled
577,1812,2025-04-29 00:57:26,paid
578,184,2025-12-18 20:34:58,delivered
579,818,2025-06-16 08:01:19,shipped
580,2984,2025-10-24 08:40:33,paid
581,224,2024-07-07 18:44:55,canceled
582,605,2025-11-05 18:43:03,delivered
583,1179,2024-01-11 16:00:25,shipped
584,456,2024-08-24 23:48:45,delivered
585,94,2024-09-14 18:37:49,paid
586,2204,2024-06-13 13:38:31,paid
587,2144,2025-08-05 19:38:01,shipped
588,1979,2025-04-28 22:20:40,delivered
589,579,2025-06-23 21:03:54,delivered
590,76,2024-10-19 12:27:25,delivered
591,2718,2025-02-13 04:14:48,pending
592,698,2024-02-16 16:31:57,shipped
593,2853,2025-04-24 23:41:54,shipped
594,1905,2025-05-23 13:34:16,canceled
595,273,2024-10-28 20:52:14,delivered
596,2716,2025-10-23 19:58:38,canceled
597,1476,2025-11-02 07:23:21,paid
598,1199,2025-11-04 17:42:09,canceled
599,1584,2024-06-28 13:17:43,canceled
600,2083,2025-07-05 05:33:29,paid
601,1293,2025-01-11 10:45:26,delivered
602,2178,2024-03-09 08:49:27,paid
603,2051,2024-12-21 17:28:57,delivered
604,2919,2024-01-17 16:34:26,pending
605,2169,2024-08-24 20:15:39,shipped
606,1612,2025-08-01 04:26:55,paid
607,1421,2025-06-15 12:29:17,shipped
608,2561,2024-08-22 19:46:08,paid
609,2054,2024-08-02 06:44:37,delivered
610,2564,2024-07-19 03:29:29,delivered
611,121,2025-03-07 00:49:09,canceled
612,924,2024-04-27 20:02:43,shipped
613,1610,2025-05-25 06:05:44,paid
614,2990,2024-10-23 20:51:25,delivered
615,2778,2025-04-20 16:51:55,delivered
616,2812,2024-06-25 15:33:53,shipped
617,2347,2024-04-28 15:27:02,shipped
618,1280,2025-12-07 14:41:48,delivered
619,1840,2025-02-25 03:58:11,paid
620,2673,2024-04-17 15:15:13,delivered
621,2802,2025-09-13 11:02:21,paid
622,566,2024-08-28 00:08:51,delivered
623,2146,2025-12-07 11:28:40,paid
624,595,2025-05-24 17:02:47,canceled
625,648,2024-09-03 14:33:30,pending
626,2184,2025-07-12 19:20:35,paid
627,1301,2025-10-14 01:50:01,delivered
628,2979,2024-01-23 21:36:33,delivered
629,1696,2024-11-15 10:17:18,shipped
630,2609,2025-12-25 21:02:29,delivered
631,623,2025-08-28 03:37:25,paid
632,539,2024-05-23 11:55:27,pending
633,2507,2025-04-24 04:42:59,shipped
634,2323,2025-04-20 15:15:19,paid
635,952,2024-06-28 08:31:07,delivered
636,1472,2024-03-02 17:31:45,delivered
637,1953,2024-04-14 03:33:21,delivered
638,2477,2024-12-30 02:23:05,delivered
639,1532,2024-05-22 21:34:12,delivered
640,2013,2025-01-03 01:08:48,paid
641,792,2024-06-24 18:02:08,pending
642,62,2025-12-19 19:21:37,shipped
643,1692,2024-06-21 20:42:40,delivered
644,831,2025-08-11 13:58:46,paid
645,726,2025-12-21 02:27:22,canceled
646,1800,2025-11-04 12:27:22,delivered
647,2818,2024-09-09 08:29:36,delivered
648,1011,2024-11-28 02:12:56,shipped
649,172,2025-04-17 04:38:08,delivered
650,1559,2025-07-13 09:31:05,shipped
651,2505,2025-12-30 10:49:20,delivered
